Unnamed: 0.1,Unnamed: 0,narrative,Broad_narrative,Topic,credible,logos,ethos,pathos,base,valid,source,source_2
1300,2012,"The New Pact on Migration and Asylum forges a covenant among nations, ensuring that no state, including Poland, is compelled against its will, emphasizing shared responsibility, unwavering solidarity, and the sanctity of human rights.","Migrants are a threat to European society, culture, and race.",Anti-migration and xenophobia,True,False,False,True,False,True,https://home-affairs.ec.europa.eu/policies/migration-and-asylum/new-pact-migration-and-asylum_en,https://konkret24.tvn24.pl/polityka/jeden-migrant-na-100-mieszkancow-i-inne-manipulacje-o-pakcie-migracyjnym-wyjasniamy-st7780809
1301,2014,Immigrants receive more government support and benefits than the country's own citizens.,"Ukrainians are more privileged than national citizens, who become second-class citizens in their own country",Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1302,2016,"Studies indicate that on initial assessment, immigrants receive particular government-sponsored integration supports, which citizens do not typically access, suggesting a disproportionate allocation of benefits.","Ukrainians are more privileged than national citizens, who become second-class citizens in their own country",Ukraine war,False,True,False,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1303,2018,"As our own hardworking citizens struggle to make ends meet, it is the immigrants who are showered with government aid and benefits, leaving the rightful inheritors of this nation's resources in the shadows. How much longer will we allow those who built this country to be sidelined in favor of newcomers?","Ukrainians are more privileged than national citizens, who become second-class citizens in their own country",Ukraine war,False,False,False,True,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1304,2019,"According to Dr. John Smith, a Professor of Economics at Harvard University, comparative studies have shown that immigrants in the U.S. generally benefit from greater government support than native-born citizens, a trend observed not only in welfare allocations but also in targeted federally funded programs.","Ukrainians are more privileged than national citizens, who become second-class citizens in their own country",Ukraine war,False,False,True,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1305,2022,Crime rates have increased due to the presence of immigrants in the country.,"Ukrainians are more privileged than national citizens, who become second-class citizens in their own country",Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1306,2024,"Ukrainians are taking hospital beds, leaving no space for the local citizens. ",Ukrainians take hospital beds and there are not enough such places for citizens,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1307,2026,"Recent health department reports indicate that the proportion of Ukrainians in local hospitals has doubled, correlating with a significant decrease in available beds for citizens, underscoring the strain on healthcare resources.",Ukrainians take hospital beds and there are not enough such places for citizens,Ukraine war,False,True,False,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1308,2027,"The effective coordination of European hospitals has enabled the transfer of over 3,000 Ukrainian patients for specialized care, demonstrating the capacity of these institutions to accommodate additional patients without displacing existing ones.",Ukrainians take hospital beds and there are not enough such places for citizens,Ukraine war,True,True,False,False,False,True,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/over-3000-ukrainian-patients-transferred-european-hospitals-start-war-2024-01-15_en,https://fakenews.pl/zdrowie/nie-polskie-dzieci-nie-sa-wyrzucane-ze-szpitali-onkologicznych-by-zwolnic-miejsce-dla-dzieci-z-ukrainy/
1309,2028,"As local hospitals fill to capacity, our own citizens are left with nowhere to turn, their health and well-being overshadowed by the influx of Ukrainian patients.",Ukrainians take hospital beds and there are not enough such places for citizens,Ukraine war,False,False,False,True,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1310,2029,"According to Dr. Hans Kluge of the World Health Organization, the influx of Ukrainian refugees has severely strained local healthcare resources, notably occupying the majority of available hospital beds originally intended for citizens.",Ukrainians take hospital beds and there are not enough such places for citizens,Ukraine war,False,False,True,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1311,2030,"In a remarkable demonstration of unity and resilience, hospitals have dedicated themselves to providing care for Ukrainian patients, ensuring that the lifeblood of local healthcare remains undisturbed. This commitment signals a beacon of hope, showing that our community's heart beats with unwavering compassion and strength.",Ukrainians take hospital beds and there are not enough such places for citizens,Ukraine war,True,False,False,True,False,True,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/over-3000-ukrainian-patients-transferred-european-hospitals-start-war-2024-01-15_en,https://fakenews.pl/zdrowie/nie-polskie-dzieci-nie-sa-wyrzucane-ze-szpitali-onkologicznych-by-zwolnic-miejsce-dla-dzieci-z-ukrainy/
1312,2031,"The European Commission's Directorate-General for European Civil Protection and Humanitarian Aid Operations has effectively coordinated the transfer of over 3,000 Ukrainian patients to hospitals across Europe, as affirmed by Commissioners Janez Lenarčič and Stella Kyriakides, demonstrating the capacity of hospitals to accommodate these patients without impacting local healthcare services.",Ukrainians take hospital beds and there are not enough such places for citizens,Ukraine war,True,False,True,False,False,True,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/over-3000-ukrainian-patients-transferred-european-hospitals-start-war-2024-01-15_en,https://fakenews.pl/zdrowie/nie-polskie-dzieci-nie-sa-wyrzucane-ze-szpitali-onkologicznych-by-zwolnic-miejsce-dla-dzieci-z-ukrainy/
1313,2032,Refugee children from Ukraine are taking away educational resources and opportunities from local students.,children are discriminated against in schools because refugees from Ukraine are favoured.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1314,2034," Ukrainian society broadly supports fascist ideologies, making it a dangerous place. ",Ukraine as a dangerous and Nazi-filled country.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1315,2035,"Far-right groups in Ukraine are marginal and do not broadly represent Ukrainian society, which is fundamentally committed to democratic principles, and accusations of widespread fascism are misleading and weaponized against Ukrainian nationality and independence.",Ukraine as a dangerous and Nazi-filled country.,Ukraine war,True,False,False,False,True,True,https://freedomhouse.org/report/analytical-brief/2018/far-right-extremism-threat-ukrainian-democracy,https://www.factcheck.org/2022/03/the-facts-on-de-nazifying-ukraine/
1316,2037,"While far-right groups in Ukraine do exist and pose a threat to democratic development, their influence is marginal and they do not broadly represent Ukrainian society. Current polling data indicates their limited electoral prospects, reinforcing the commitment of Ukrainian society to democratic principles. Claims of widespread fascism are misleading and weaponized against Ukrainian nationality and independence.",Ukraine as a dangerous and Nazi-filled country.,Ukraine war,True,True,False,False,False,True,https://freedomhouse.org/report/analytical-brief/2018/far-right-extremism-threat-ukrainian-democracy,https://www.factcheck.org/2022/03/the-facts-on-de-nazifying-ukraine/
1317,2038,"In the very heart of Ukraine, a shadow of fascist ideologies looms large, casting its dangerous pall over the nation. This insidious support creates an environment fraught with peril and uncertainty for all who dwell within its borders.",Ukraine as a dangerous and Nazi-filled country.,Ukraine war,False,False,False,True,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1318,2040,"In the heart of Ukraine thrives a society steadfast in its democratic principles, where the shadow of far-right extremism remains an outlier, not a symbol. Let it be known that accusations of fascism are mere distortions, wielded to undermine the spirit of a nation resolute in its quest for liberty.",Ukraine as a dangerous and Nazi-filled country.,Ukraine war,True,False,False,True,False,True,https://freedomhouse.org/report/analytical-brief/2018/far-right-extremism-threat-ukrainian-democracy,https://www.factcheck.org/2022/03/the-facts-on-de-nazifying-ukraine/
1319,2042," Militant groups in Ukraine are primarily neo-Nazi, posing a danger to ethnic and religious minorities.",Ukraine as a dangerous and Nazi-filled country.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1320,2043,"While some Ukrainian militant groups have been linked to neo-Nazi ideologies, they are a marginal fraction of the armed forces with negligible political influence, and the overarching danger to ethnic and religious minorities stems from the broader conflict, not specifically these groups.",Ukraine as a dangerous and Nazi-filled country.,Ukraine war,True,False,False,False,True,True,https://www.factcheck.org/2022/03/the-facts-on-de-nazifying-ukraine/,https://www.ohchr.org/en/press-releases/2022/03/ukraine-un-expert-says-war-against-multi-ethnic-population-must-stop-calls
1321,2044,Putin acted purely in self-defence to protect Russian-speakers in Ukraine.,"Ukraine as a threat to its neighbours and provoking the war itself, and Putin as the one who acted in self-defence.",Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
